id,views,comments
PGMa3CrYXro,5,4443
_Pye_4CzHBU,0,2404
zMt76KlnbiA,1,1786
xYZtceKWo58,4,4288
CEHDCBmZDSU,0,1832
r65uTwU-Bo8,93,63388
qudw77Oxg80,1,2854
IEuT70r-7-c,7,22020
M9UhI0pg_IA,0,3163
di3lQbVfkQA,1,16690
rxKm7TzsSzE,8,82639
2W-B_qJnYWE,10,4138
7txZ17JIJWc,4,4340
6me9iP13zew,8,107055
U10lTSVvDQ0,50,65949
AKieKDRIDnY,0,1984
kGc14MEESf4,0,4976
Z15Kg4OtWNc,0,6250
U_Ck7PAGhZM,2,12615
HlZkz-yt4Pg,3,3770
nWnFzGXk3y4,0,1787
cP2nw7QYbwc,3,32252
ZmsaZgKHg_w,0,1990
FRv1yrhezdg,0,1624
efrts9WWDAY,2,2078
gzykLUWhIuM,1,3005
wMbK2ZpmbIo,6,6246
OyRurVZYCO4,1,1280
8ZboVZkwZFI,17,3064
y34vcv-ANQE,1,2519
bOOP29p7nQk,0,2215
3xs74sV7g6o,23,4948360
rmqAf0xNAaE,0,4678
yniyCTapRNY,0,9347
0Gab-wo56Fo,1,10058
48GacPr06c8,0,9326
zb_WYGtZ7K4,67,158595
Eh2W_1efFPw,2,3372
ie8CH6ZZG2s,2,15979
XY6ig4hVPhI,7,45713
rgyjso8_Y-I,2,1453
weogn19puqg,0,2919
zYaEVNjNCaY,1,3160
4u-k2fnwpH8,0,1115
v0M78rIJAko,0,1282
13ICSYGMw-s,1,7619
CAdFDIAO6hw,0,2695
LdYzPayx8v0,0,2526
ziDEKbUk4no,2,2971
fz38UGSJBCk,1,2835
Q80MU7_zKYc,37,7450
nx-shtR8A-M,0,2377
KtRoGxk4bQ8,0,17409
lM3MwNWQVuE,0,3387
A0dJKOUQzR8,13,35415
xgtZDpp5UFo,2,5785
Aq3cCMGR6HU,6,3229
7hVFqZTtnGg,1,3314
V62F_LRE130,1,2688
xGfkztnkr-c,0,1460
Omflu9u91sY,2,9270
VCV4_8uMWkY,0,1405
m8PLup1xoHU,2,5620
f5VDzkJc73E,0,1333
AeMDHXCDDDk,5,10707
UWAkVDtVJAw,3,2164
mVEl154Btmk,8,7257
SxDunEK7a54,4,1085
QowYYO2O65M,5,25106
BVdQvEc5xm8,8,13657
QVeqzHCXD0g,2,4844
2y9AeKe6Ztk,11,383879
uies1KwcBeo,24,51232
h7r7HhhrZSY,23,10929
0AyADB37Vro,8,10711
RXUueYCu5As,3,6389
L8ZzrcVvNoA,6,11690
C-iER3k6QgY,48,3535888
nyb9vePSdQU,0,10082
lxBcsuhY9ec,1,2728
ZxrxDsOqQ8Y,4,3498
2t5BkDbq3_s,1,1229
bqKpjGZFqmo,10,4419
hPyzwuyGpVQ,0,7033
0fHi4ECIclM,8,10319
6KTHt9CU5SQ,237,365160
WfYMFb2mz5A,15,65546
MogtbV_Rp3o,3,7901
qV83BAkVTjg,12,18683
sTAg762TRJc,2,2460
YhKOU1SAEFE,0,2703
N7JfSlwbMAI,8,2364
FkUzLoPWncQ,3,3724
O6e03-LPvJY,0,2306
6d6nSZnv2IY,1,3012
ogHTHIYZq80,55,83625
P-k1NZof1Qo,0,6984
99_-iVbOSII,1,17132
RAAxEzWfnjs,0,1773
a35hPnBBlxU,2,41677
Ory7RT7qDiY,0,4485
qnS2_UHaXuw,5,3321
cxCWsPW8ah4,4,6185
O7wd12Qg7q4,0,1491
gD5FdOgn6e0,0,1106
kfTGFrAiRg4,0,1571
mqm2ebKd7QM,9,39167
FLa9ItAaTQQ,0,1105
XTEac42RxXs,2,53928
w0J2z5RDElY,0,1432
ArpUpKzdmFw,3,3492
5wwldEGm0KI,5,2854
2-ceGejwYEI,5,8219
enI4iJVIfdo,1,2190
T7bzYAH21k4,1,4038
c-182S4a2fw,17,12485
v30lwpCnlsk,14,7416
Sf_lH6xniyw,1,1981
LmJEc-Ec2HA,8,82652
JpH5IZVKJ3g,2,6159
EYv3rTnXkJ0,0,3789
kIUka-lE2ZM,0,11434
fM6rf1uGEiE,0,1384
hbnzzFKhU3s,0,1283
I04mO6J1Umo,1,30706
HTLf0LHJCBc,0,5086
ATY-5rgeh9g,2,1494
2pSSAr7N5vA,0,3886
BlJlrqe6OHQ,8,73481
NBfi1xHX7Ng,0,1222
P4ee8hyjz-s,0,7066
WEVG9hE45Vs,1,7771
PEPA0U-ABxg,0,1661
WFJpP9gYdsk,2,58611
VXTqSq4rmo4,5,3767
TzOjHul8v58,5,42221
nce5pCIY56w,9,14705
udMTLN4FqGA,0,1904
fYkLcVTz34U,24,16899
bHfthzLIE8o,0,1956
zR66fVZ8qJ4,0,8194
3JRTLuY3KEE,1,4139
Js_m0lIuErg,2,3651
ZhOCsXDjSCw,3,6794
IiRazrAB7DM,0,1252
6LYoY2RqFmE,0,5399
unIl0T1h0Xc,10,8359
RdbSYU56NEo,8,6139
VAE0j-oy5eA,2,1215
LqCoJ2IMlF4,3,9624
9PjwVjX_btQ,2,15657
4bM6_BYmue0,1,2429
DCUrrLmosPo,43,201165
D_75P0PFaAo,7,19291
8MIob2sHIPQ,9,9127
a1C-OKmOH1I,1,4488
wS8R1hsvoao,0,1445
9Byc8621ZT8,0,3168
z3jA-i8lVeY,0,1352
RJtZfsM8tIY,1,3779
1R5g1_6JdTE,0,5740
B8iB_M4GQd8,2,9239
_xs3D5FQqoU,1,7844
mhSt68bBfdQ,0,3882
Xt8qn7WGtMg,0,1487
GgDZ3mdmfWQ,10,28380
vwqTP2mtJo4,13,33926
WnvfV5DrREs,0,1618
RZZrRsx7psE,2,1508
WiZbqJ9ASbM,10,117017
BVZAvL-XKt0,32,1497
h4ZEfiBfuEQ,56,47735
pVZcRVE_wk8,1,1087
CZtD1sn_ArE,0,8597
uvw_K6gOhhQ,3,2481
Fg5T4xWLiQ4,4,9013
pyxOSd6ohdY,107,8074375
_NfZ9XtcZM8,0,4369
BbWeVMWptig,7,5458
06OsKSWI3IU,0,5923
0AU6fF6Jc9k,1,7514
_1TC1tp8FPI,9,8475
Wk-0ua3sCEw,3,1625
WzM3R15QnqY,0,9020
NY-xlvVH0_8,1,3805
7n0pJvsxVv8,52,48603
oTmPU89Pj48,0,1668
q9lv3s8J4Y8,38,75879
WUx7DPXCG9g,31,222774
F3hsPcavzPo,0,2283
MkkW4aOkWTQ,40,11249
QF18rbGVDjs,0,12718
6belKl0jfM0,9,1769
8a5V8W7koTk,0,1405
8nPdKVaDw3s,18,3984
kRLI7hQ5EG8,9,1931
CqVqjpJf0Bk,6,9643
apYgHWhqQYw,3,3490
zeci4umMQo8,20,3663
liHqGroNc2c,1,2560
vVuN_ma5wq8,0,1220
3EztRvRxzLU,17,1723
msQdrRSmOTk,1,2733
XfGgNMeOejE,0,1382
aOffmuQBZa4,1,2426
CIXGXqrIkDQ,0,2926
TCJ6TNp0n2E,0,4841
4mTuduy9zKw,5,2996
PWjGo4kAX70,0,4017
DwMGLdS8fvs,6,5809
X-mKxApEj4o,0,2610
cWv_mz1qPlc,0,6732
7GqWzdA_Uls,4,42789
4zClCVts9sU,0,1137
8fUj9Fsscz8,2,5621
aZEL3XBXTf8,14,44358
p19_xrClYT8,14,24514
CYSZFt7kRmg,3,4292
NEpWxE2VCwo,1,1707
On57oIzd10M,5,78152
IOI8BNO0de8,148,44811
nC7-wRWZRyY,4,3892
qASW35aqZBY,0,1093
q3Y1k5SyFE8,0,1587
QMudYIiX3Kg,0,3432
3wPrVMlBfH0,4,43301
z-HBzWidxfE,0,3377
wRdq-f7ipi0,1,11282
3XPDU7KR648,1,1405
v9qL8oU8nOs,1,12900
ydeaLN1VSEM,0,2297
jPwF4RJ7rYw,2,7579
myfxjo2kJOo,0,2379
nEuBzVFRrdc,3,114255
HP35xrxb_lU,437,402228
D5YvfG07PZk,1,1868
QGhPAVuIhLw,13,60747
qiGHai8py4Y,1,6809
NpX7o2hDHek,4,4628
8y5Sg5tjQDM,4,2418
Al5sHDLRfQk,3,4277
XmGm7XDq0i0,2,1818
4yH6sixmhfQ,0,2173
xigKUmBEXEE,1,1345
ByR4Sdmmk98,1,2332
NctGBG8Rnx8,6,7103
Kpt-JheWop8,0,3502
Oftiq0hy_xM,1,1602
FBlTa-3xf2M,1,4211
Z0C-pwV1lZc,4,1270
JJlSJokQE4g,27,261335
VX-7YNLQHPQ,1,1282
Y6VopgzXg_E,3,5573
1UswWXq9VHQ,3,8337
81s5Bt_HTOA,0,1251
gMS4CXIqJ7k,7,12474
ONljy2Jzx2E,0,3546
MIWbW0sYc5c,5,2350
0OBmqOLeJ58,0,4763
bBzmSKHAmLc,0,3003
q8doJvQIeVc,0,1173
c6smL_rliYw,16,18436
A-fK3TN4cho,18,31802
PTAsW__xIZs,1,13026
